Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-22 00:00:00-05:00,0.040118794484766455,0.044775324888466375,0.03558147555001664,0.037611715495586395,2714688000,0.0,0.0
1999-01-25 00:00:00-05:00,0.04059655089344462,0.042028905828212504,0.03761171404611483,0.041552066802978516,510480000,0.0,0.0
1999-01-26 00:00:00-05:00,0.04202889751135564,0.04286520179104214,0.037730914628022125,0.038327883929014206,343200000,0.0,0.0
1999-01-27 00:00:00-05:00,0.03844709411832439,0.03940260989257399,0.03629764650705866,0.038208674639463425,244368000,0.0,0.0
1999-01-28 00:00:00-05:00,0.038208683367306026,0.03844710290062813,0.03785013684575771,0.03808855637907982,227520000,0.0,0.0
1999-01-29 00:00:00-05:00,0.03808854262871827,0.038208669573577395,0.036297641694545746,0.036297641694545746,244032000,0.0,0.0
1999-02-01 00:00:00-05:00,0.036297637571905135,0.03725314969484809,0.036297637571905135,0.03701473027467728,154704000,0.0,0.0
1999-02-02 00:00:00-05:00,0.03629764182909284,0.03725315406410354,0.033074382924815245,0.034149106591939926,264096000,0.0,0.0
1999-02-03 00:00:00-05:00,0.03367135443811293,0.0353430440587958,0.03343201604466135,0.03486528620123863,75120000,0.0,0.0
1999-02-04 00:00:00-05:00,0.035343062542673054,0.03773093414993297,0.03486530443525576,0.03677542135119438,181920000,0.0,0.0
1999-02-05 00:00:00-05:00,0.03737237243514007,0.038208676809407295,0.03641777553607995,0.03785013034939766,136848000,0.0,0.0
1999-02-08 00:00:00-05:00,0.038088550437472196,0.03820867740695925,0.03653698414564133,0.03653698414564133,154080000,0.0,0.0
1999-02-09 00:00:00-05:00,0.03725317176219243,0.037491594739689424,0.03462596535426794,0.03510372340679169,86976000,0.0,0.0
1999-02-10 00:00:00-05:00,0.03510371909376824,0.03605923166532093,0.03414911861963325,0.034746088087558746,148224000,0.0,0.0
1999-02-11 00:00:00-05:00,0.0348652854546338,0.039163268221919366,0.0348652854546338,0.03773091360926628,132240000,0.0,0.0
1999-02-12 00:00:00-05:00,0.038208679242251124,0.04011879209144816,0.038208679242251124,0.03988037258386612,109728000,0.0,0.0
1999-02-16 00:00:00-05:00,0.04059655286624167,0.04226824632439577,0.03605923046976305,0.04011879488825798,211008000,0.0,0.0
1999-02-17 00:00:00-05:00,0.03916326731435269,0.03964102515060763,0.03725315489863794,0.037969332188367844,67728000,0.0,0.0
1999-02-18 00:00:00-05:00,0.03916326459634018,0.03964102239943773,0.03749157516621321,0.03856629878282547,70704000,0.0,0.0
1999-02-19 00:00:00-05:00,0.038208679242251124,0.04059655003612581,0.03773092129757347,0.03988037258386612,75360000,0.0,0.0
1999-02-22 00:00:00-05:00,0.04059655286624167,0.04107431084422536,0.03796934345212019,0.04011879488825798,205248000,0.0,0.0
1999-02-23 00:00:00-05:00,0.04107429974222978,0.042865200770374215,0.03868642942730776,0.042028896510601044,138096000,0.0,0.0
1999-02-24 00:00:00-05:00,0.0482379251475125,0.05014895369969764,0.044297572082987825,0.04537229612469673,612768000,0.0,0.0
1999-02-25 00:00:00-05:00,0.04728332820493791,0.048715686774514384,0.04322284785026612,0.043939944356679916,149136000,0.0,0.0
1999-02-26 00:00:00-05:00,0.044417688359493265,0.04585004306070766,0.041552060027681345,0.04190969094634056,172608000,0.0,0.0
1999-03-01 00:00:00-05:00,0.04298441854177299,0.04393993438026247,0.040118789955769195,0.042149029672145844,92160000,0.0,0.0
1999-03-02 00:00:00-05:00,0.04202891238245827,0.04226825086193214,0.04107431525359161,0.041790492832660675,55248000,0.0,0.0
1999-03-03 00:00:00-05:00,0.04202890229986119,0.04202890229986119,0.0386864347561606,0.03892485424876213,61392000,0.0,0.0
1999-03-04 00:00:00-05:00,0.040834973952300214,0.041074312415235084,0.03773092537104906,0.03808855637907982,57360000,0.0,0.0
1999-03-05 00:00:00-05:00,0.038447092227587534,0.040357204752749065,0.038447092227587534,0.040237996727228165,78768000,0.0,0.0
1999-03-08 00:00:00-05:00,0.03916327023478662,0.04202889853670326,0.038447092891650846,0.04083496332168579,75888000,0.0,0.0
1999-03-09 00:00:00-05:00,0.040715759330506286,0.04274599904688294,0.040715759330506286,0.042149029672145844,143184000,0.0,0.0
1999-03-10 00:00:00-05:00,0.04274598431492702,0.04274598431492702,0.0408349532965649,0.04143192246556282,235344000,0.0,0.0
1999-03-11 00:00:00-05:00,0.04071576120142723,0.04143193864847094,0.03964103385806084,0.03964103385806084,54288000,0.0,0.0
1999-03-12 00:00:00-05:00,0.039880370078079916,0.039880370078079916,0.038208676841501706,0.03892485424876213,90768000,0.0,0.0
1999-03-15 00:00:00-05:00,0.03988037470285208,0.041074310163227455,0.03964103625303957,0.040596552193164825,108816000,0.0,0.0
1999-03-16 00:00:00-05:00,0.04083496472197923,0.041312722610243977,0.038924852098325295,0.039283398538827896,79152000,0.0,0.0
1999-03-17 00:00:00-05:00,0.03964104008268467,0.04035721764218596,0.038566315986654824,0.03952183201909065,51360000,0.0,0.0
1999-03-18 00:00:00-05:00,0.0396410319939549,0.04059654783141827,0.03868643508595517,0.0399995818734169,46320000,0.0,0.0
1999-03-19 00:00:00-05:00,0.03988037536405494,0.0413127303684284,0.03988037536405494,0.04011879488825798,105312000,0.0,0.0
1999-03-22 00:00:00-05:00,0.04095417843228996,0.041074305399999234,0.03892485424876213,0.03892485424876213,36672000,0.0,0.0
1999-03-23 00:00:00-05:00,0.039163274320948474,0.039163274320948474,0.035820806727782054,0.03653698414564133,163968000,0.0,0.0
1999-03-24 00:00:00-05:00,0.036297641694545746,0.036536976654982976,0.034865283736388565,0.036297641694545746,60864000,0.0,0.0
1999-03-25 00:00:00-05:00,0.0361784517413314,0.03820869225735026,0.036059240238885716,0.03677542135119438,40320000,0.0,0.0
1999-03-26 00:00:00-05:00,0.037253161329760115,0.04011878991268658,0.037253161329760115,0.0399995818734169,88272000,0.0,0.0
1999-03-29 00:00:00-05:00,0.04119351506233215,0.04214902743398826,0.04047733427013265,0.04119351506233215,65952000,0.0,0.0
1999-03-30 00:00:00-05:00,0.04131271907022531,0.04167126548000466,0.03749157863703404,0.03773091360926628,69504000,0.0,0.0
1999-03-31 00:00:00-05:00,0.03892485849652956,0.040834971434154904,0.03713395702626153,0.04035721346735954,153600000,0.0,0.0
1999-04-01 00:00:00-05:00,0.04035720812193396,0.04059654653840864,0.038447095437308405,0.03916327282786369,30432000,0.0,0.0
1999-04-05 00:00:00-04:00,0.03868642840740276,0.03964102515060763,0.03773091273489288,0.037969332188367844,98640000,0.0,0.0
1999-04-06 00:00:00-04:00,0.03832787665201683,0.03844708465405545,0.036297637571905135,0.03701473027467728,69696000,0.0,0.0
1999-04-07 00:00:00-04:00,0.03725316594993346,0.04035721441246102,0.03701474642573043,0.04011879488825798,89280000,0.0,0.0
1999-04-08 00:00:00-04:00,0.0403572054498041,0.04202889853670326,0.039880366507295935,0.04083496332168579,130128000,0.0,0.0
1999-04-09 00:00:00-04:00,0.04107431084422536,0.04107431084422536,0.03988037536405494,0.04011879488825798,48624000,0.0,0.0
1999-04-12 00:00:00-04:00,0.03964103612568522,0.03964103612568522,0.03773092318113369,0.038447100669145584,33312000,0.0,0.0
1999-04-13 00:00:00-04:00,0.039163278956466506,0.039163278956466506,0.03629765343246809,0.03689461946487427,36144000,0.0,0.0
1999-04-14 00:00:00-04:00,0.0367753971588926,0.03761170132112776,0.035820797085762024,0.035820797085762024,48288000,0.0,0.0
1999-04-15 00:00:00-04:00,0.03677542135119438,0.03677542135119438,0.03582082065009035,0.03677542135119438,35856000,0.0,0.0
1999-04-16 00:00:00-04:00,0.03653697760890804,0.0385663014594073,0.03653697760890804,0.037969332188367844,38928000,0.0,0.0
1999-04-19 00:00:00-04:00,0.038447089020827586,0.038447089020827586,0.03582079938395138,0.036297641694545746,31296000,0.0,0.0
1999-04-20 00:00:00-04:00,0.03629764690975896,0.03773091717094018,0.035222919676108216,0.03558146953582764,67680000,0.0,0.0
1999-04-21 00:00:00-04:00,0.035581459202647624,0.036297636368594566,0.03534303637428722,0.03617842495441437,37488000,0.0,0.0
1999-04-22 00:00:00-04:00,0.036297648141524884,0.036297648141524884,0.03426832398357132,0.03462595492601395,227184000,0.0,0.0
1999-04-23 00:00:00-04:00,0.034506735571770315,0.034625946997318864,0.03271583472959107,0.032955169677734375,126048000,0.0,0.0
1999-04-26 00:00:00-04:00,0.03295518031605509,0.033432022756085845,0.03056639396481849,0.03128349035978317,123504000,0.0,0.0
1999-04-27 00:00:00-04:00,0.03199966482267122,0.034865289928960486,0.031521906914033206,0.03462595492601395,226944000,0.0,0.0
1999-04-28 00:00:00-04:00,0.03486529462915222,0.03486529462915222,0.03331281265719687,0.03438754007220268,120096000,0.0,0.0
1999-04-29 00:00:00-04:00,0.03450674812502427,0.034625959593940915,0.03367136257741986,0.03438754007220268,48144000,0.0,0.0
1999-04-30 00:00:00-04:00,0.03474607817723294,0.03629764426065837,0.03450673978378137,0.03486528620123863,99312000,0.0,0.0
1999-05-03 00:00:00-04:00,0.035222931479444566,0.035222931479444566,0.03414912281536957,0.03510372340679169,33840000,0.0,0.0
1999-05-04 00:00:00-04:00,0.03510371209771543,0.03510371209771543,0.03247742204950673,0.03319359943270683,96048000,0.0,0.0
